Id,LotArea,LotShape,LandContour,Utilities,LotConfig,Slope,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,CentralAir,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,MoSold,YrSold,SalePrice
883,9636,3,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1992,TA,TA,808,Y,0,1593,2,1,3,TA,1,7,1,BuiltIn,2,Y,0,40,12,2009,178000
886,5119,3,Lvl,AllPub,CulDSac,Gtl,TwnhsE,9,5,1999,TA,TA,1698,Y,0,1709,2,0,2,Gd,1,5,1,Attchd,2,Y,0,65,1,2008,328900
888,16466,3,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1955,Gd,TA,816,Y,0,1393,1,1,3,TA,1,8,0,Attchd,1,Y,0,0,4,2008,135500
889,15865,3,Lvl,AllPub,Inside,Mod,1Fam,8,6,1970,Gd,Gd,2217,Y,0,2217,2,0,4,Gd,1,8,1,Attchd,2,Y,0,207,10,2007,268000
899,12919,3,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2009,TA,TA,2330,Y,0,2364,2,1,2,Ex,1,11,2,Attchd,3,Y,0,67,3,2010,611657
901,7340,3,Lvl,AllPub,Inside,Gtl,1Fam,4,6,1971,TA,TA,858,Y,0,858,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,6,2007,110000
902,8712,3,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1957,Gd,TA,992,Y,0,1306,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,5,2009,153000
904,14859,3,HLS,AllPub,CulDSac,Gtl,1Fam,7,5,2006,TA,TA,1670,Y,0,1670,2,0,3,Gd,1,7,1,Attchd,3,Y,0,60,8,2006,240000
905,6173,3,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1967,TA,TA,876,Y,0,902,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,8,2007,125500
907,13501,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2006,TA,TA,1623,Y,0,1636,2,0,3,Gd,1,8,1,Attchd,3,Y,0,60,6,2007,255000
908,11500,3,Lvl,AllPub,Inside,Gtl,1Fam,7,7,1936,TA,TA,1017,Y,0,2057,1,1,3,Gd,1,6,1,Attchd,1,Y,0,0,6,2006,250000
909,8885,3,Low,AllPub,Inside,Mod,1Fam,5,5,1983,TA,TA,864,Y,0,902,1,0,2,TA,1,5,0,Attchd,2,Y,0,0,6,2006,131000
912,9286,3,Lvl,AllPub,CulDSac,Mod,1Fam,5,7,1977,TA,Gd,1268,Y,0,1268,1,1,3,Gd,1,5,0,Detchd,1,Y,0,0,10,2009,143500
919,13125,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1991,TA,TA,1104,Y,0,2127,2,1,4,Gd,1,8,1,Attchd,3,Y,0,192,11,2007,238000
920,11029,3,Lvl,AllPub,Corner,Gtl,1Fam,6,8,1958,TA,TA,1184,Y,0,1414,1,0,3,TA,1,6,1,Attchd,2,Y,0,51,5,2008,176500
921,8462,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1994,Gd,Gd,928,Y,0,1721,2,1,3,Gd,1,7,0,Attchd,2,Y,0,87,7,2007,201000
926,15611,3,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1977,TA,TA,1126,Y,0,1126,2,0,3,Ex,1,6,0,Attchd,2,Y,0,0,3,2008,175000
930,13006,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1997,TA,TA,964,Y,0,2236,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,0,11,2006,222000
931,8925,3,HLS,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1466,Y,0,1466,2,0,3,Gd,1,7,0,Attchd,3,Y,0,18,7,2009,201000
933,11670,3,Lvl,AllPub,Corner,Gtl,1Fam,9,5,2006,TA,Gd,1905,Y,0,1905,2,0,3,Ex,1,8,1,Attchd,3,Y,0,191,3,2007,320000
936,5825,3,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1926,Gd,TA,600,Y,0,747,1,0,1,TA,1,5,0,Detchd,2,Y,0,0,6,2006,79900
941,12640,3,Lvl,AllPub,Inside,Gtl,Duplex,6,5,1976,TA,TA,1728,Y,0,1728,2,0,4,TA,2,8,0,Attchd,2,Y,0,0,7,2006,150900
942,8755,3,Lvl,AllPub,FR2,Gtl,1Fam,7,5,1999,TA,TA,992,Y,0,2060,2,1,3,Gd,1,8,1,BuiltIn,2,Y,0,0,6,2009,214000
943,7711,3,Lvl,AllPub,Inside,Gtl,Duplex,4,3,1977,TA,TA,1440,Y,0,1440,2,0,4,TA,2,8,0,NA,0,N,0,0,8,2007,150000
945,14375,3,Lvl,NoSeWa,CulDSac,Gtl,1Fam,6,6,1958,TA,TA,819,Y,0,1344,1,0,3,Gd,1,7,1,Basment,2,Y,0,118,1,2009,137500
949,14006,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2002,TA,TA,936,Y,0,1776,2,1,3,Gd,1,7,1,Attchd,2,Y,0,96,2,2006,192500
954,11075,3,Lvl,AllPub,Inside,Mod,1Fam,5,4,1969,TA,TA,784,Y,0,1968,2,1,4,TA,1,7,1,Attchd,2,Y,0,189,9,2008,172000
955,9400,3,Lvl,AllPub,CulDSac,Gtl,Duplex,6,5,1975,TA,Gd,945,Y,0,980,2,0,4,TA,0,4,0,NA,0,Y,0,0,10,2006,127500
956,7136,3,HLS,AllPub,Inside,Gtl,Duplex,6,6,1946,TA,TA,979,N,0,1958,2,0,4,TA,2,8,0,Attchd,2,Y,0,0,8,2007,145000
961,7207,3,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1958,Gd,TA,858,Y,0,858,1,0,2,TA,1,4,0,NA,0,Y,0,0,2,2010,116500
962,12227,3,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1977,Gd,Gd,1330,Y,0,2872,2,1,4,TA,1,11,1,Attchd,2,Y,0,282,7,2008,272000
964,11923,3,Lvl,AllPub,Corner,Gtl,1Fam,9,5,2007,TA,TA,1800,Y,0,1800,2,0,2,Ex,1,7,0,Attchd,2,Y,0,136,5,2009,239000
967,9600,3,HLS,AllPub,Inside,Gtl,1Fam,5,7,1940,Gd,Fa,728,Y,0,1308,1,1,2,TA,1,7,2,Detchd,1,Y,0,70,6,2009,160000
968,7390,3,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1955,TA,TA,1098,Y,0,1098,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,7,2008,135000
975,11414,3,Lvl,AllPub,Corner,Gtl,1Fam,7,8,1910,Gd,TA,728,N,0,2019,1,0,3,Gd,1,8,0,Detchd,2,Y,0,135,10,2009,167500
977,5900,3,Bnk,AllPub,Inside,Gtl,1Fam,4,7,1923,TA,TA,440,Y,0,869,1,0,2,Fa,1,4,0,NA,0,Y,0,0,8,2006,85500
978,4274,3,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2006,TA,TA,1241,Y,0,1241,1,1,1,Gd,1,4,0,Attchd,2,Y,0,116,11,2007,199900
981,12122,3,Lvl,AllPub,Corner,Gtl,1Fam,7,9,1961,TA,TA,944,Y,0,999,1,0,3,Ex,1,6,0,Attchd,2,Y,0,76,7,2008,178400
982,12203,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,1998,TA,TA,1225,Y,0,2612,2,1,4,Gd,1,8,1,Attchd,3,Y,0,0,7,2009,336000
988,10159,3,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2009,TA,TA,1930,Y,0,1940,2,1,3,Ex,1,8,1,Attchd,3,Y,0,95,4,2010,395192
989,12046,3,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1976,TA,TA,848,Y,0,2030,2,1,4,Gd,1,8,1,Attchd,2,Y,0,224,6,2007,195000
996,4712,3,Lvl,AllPub,Inside,Mod,1Fam,4,7,1946,TA,TA,747,Y,0,1230,1,1,3,TA,1,5,0,Detchd,1,Y,0,57,8,2006,121600
997,10659,3,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1961,TA,TA,1050,Y,0,1050,1,0,3,TA,1,6,0,Attchd,1,Y,0,319,1,2006,136500
998,11717,3,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1970,TA,TA,1442,Y,0,1442,2,0,2,TA,1,6,1,Attchd,2,Y,0,0,2,2009,185000
1003,11957,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1574,Y,0,1574,2,0,3,Gd,1,7,1,Attchd,3,Y,0,104,7,2008,232000
1004,11500,3,Lvl,AllPub,Corner,Gtl,Duplex,5,6,1976,TA,TA,1680,Y,0,1680,2,0,4,TA,2,8,0,Detchd,2,Y,0,0,6,2007,136905
1009,12118,3,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,2004,TA,TA,1710,Y,0,1710,2,0,3,Gd,1,7,1,Attchd,2,Y,0,48,4,2009,240000
1018,5814,3,Lvl,AllPub,CulDSac,Gtl,TwnhsE,8,5,1984,TA,TA,1220,Y,0,1360,1,0,1,Gd,1,4,1,Attchd,2,Y,0,0,8,2009,187500
1019,10784,3,Lvl,AllPub,FR2,Gtl,1Fam,7,5,1991,TA,TA,384,Y,0,1472,2,1,3,Gd,1,7,1,Attchd,2,Y,0,0,5,2007,160000
1025,15498,3,Lvl,AllPub,Corner,Gtl,1Fam,8,6,1976,TA,TA,1565,Y,0,2898,2,0,2,Gd,1,10,1,Attchd,2,Y,0,72,5,2008,287000
1028,9520,3,HLS,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1638,Y,0,1646,2,0,3,Gd,1,7,1,Attchd,3,Y,0,44,4,2008,293077
1033,14541,3,Lvl,AllPub,Corner,Gtl,1Fam,8,7,1993,Gd,Gd,1338,Y,0,2520,2,1,5,Gd,1,10,1,Attchd,3,Y,0,55,11,2006,310000
1036,11500,3,Lvl,AllPub,CulDSac,Gtl,1Fam,4,3,1957,Gd,NB,0,N,0,845,1,0,3,TA,1,5,0,Detchd,1,N,0,0,1,2009,84000
1037,12898,3,HLS,AllPub,Inside,Gtl,1Fam,9,5,2007,TA,TA,1620,Y,0,1620,2,0,2,Ex,1,6,1,Attchd,3,Y,0,0,9,2009,315500
1043,5381,3,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,2005,TA,TA,1306,Y,0,1306,2,0,1,Gd,1,5,1,Attchd,2,Y,0,63,8,2009,196000
1046,13680,3,Lvl,AllPub,CulDSac,Gtl,1Fam,3,5,1955,TA,NB,0,Y,0,1733,2,0,4,TA,1,8,1,Attchd,2,Y,0,0,6,2009,139600
1047,16056,3,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2005,TA,TA,1992,Y,0,2868,3,1,4,Ex,1,11,1,BuiltIn,3,Y,0,108,7,2006,556581
1051,8993,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2007,TA,TA,1302,Y,0,1302,2,0,3,Gd,1,6,0,Attchd,2,Y,0,22,8,2007,176485
1052,11175,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2007,TA,TA,1316,Y,0,1316,2,0,3,Gd,1,6,1,Attchd,2,Y,0,20,10,2007,200141
1057,7052,3,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2005,TA,TA,1364,Y,0,1364,2,0,2,Gd,1,6,1,Attchd,2,Y,0,36,6,2006,185850
1059,11308,3,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2008,TA,TA,1104,Y,0,2184,2,1,3,Ex,1,10,1,Attchd,3,Y,0,102,7,2009,335000
1060,11275,3,HLS,AllPub,Corner,Mod,1Fam,6,7,1932,TA,TA,854,Y,0,1991,1,1,3,TA,1,7,1,Detchd,2,Y,0,0,3,2007,220000
1065,11000,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,6,1966,TA,TA,1154,Y,0,1154,1,1,3,TA,1,6,1,Attchd,2,Y,0,58,11,2009,154000
1067,7837,3,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1993,TA,TA,799,Y,0,1571,2,1,3,TA,1,7,1,Attchd,2,Y,0,40,5,2009,178000
1074,7950,3,Bnk,AllPub,Corner,Gtl,1Fam,6,6,1977,TA,TA,690,Y,0,1426,1,1,3,TA,1,6,0,Attchd,2,Y,0,0,7,2009,159500
1078,15870,3,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1969,TA,TA,1096,Y,0,1096,1,0,3,TA,1,6,0,Attchd,1,Y,0,32,3,2006,138800
1090,3316,3,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,2005,TA,TA,1247,Y,0,1247,1,1,1,Gd,1,4,1,Attchd,2,Y,0,84,4,2006,197000
1096,9317,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2006,TA,TA,1314,Y,0,1314,2,0,3,Gd,1,6,1,Attchd,2,Y,0,22,3,2007,176432
1100,11880,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1978,TA,TA,1271,Y,0,1601,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,4,2009,157000
1102,9758,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1971,TA,TA,950,Y,0,950,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,7,2007,119500
1106,12256,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,1994,TA,TA,1463,Y,0,2622,2,1,3,Gd,1,9,2,Attchd,2,Y,0,32,4,2010,325000
1107,10357,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1990,TA,TA,910,Y,0,1442,2,0,3,Gd,1,6,1,Attchd,2,Y,0,244,5,2007,179900
1110,11362,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,1836,Y,0,1836,2,0,3,Gd,1,7,1,Attchd,3,Y,0,185,3,2009,280000
1113,7100,3,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1957,TA,TA,816,Y,0,816,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,7,2006,129900
1118,9764,3,Lvl,AllPub,FR2,Gtl,1Fam,5,7,1967,TA,TA,894,Y,0,894,1,0,3,Gd,1,5,0,Attchd,2,Y,0,0,5,2008,130000
1123,8926,3,Lvl,AllPub,Corner,Gtl,1Fam,4,3,1956,TA,TA,672,Y,0,960,1,0,3,TA,1,5,0,Basment,1,Y,0,0,10,2009,112000
1125,9125,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1992,TA,TA,384,Y,0,1482,2,1,3,Gd,1,7,1,Attchd,2,Y,0,25,7,2007,163900
1129,11796,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2004,TA,TA,847,Y,0,1959,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,48,7,2007,215000
1134,9828,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,1995,TA,TA,1128,Y,0,2020,2,1,3,Gd,1,8,1,Attchd,2,Y,0,155,6,2009,239500
1135,8773,3,HLS,AllPub,Inside,Gtl,1Fam,6,5,1997,TA,TA,916,Y,0,1600,2,1,3,TA,1,7,1,Attchd,2,Y,0,38,8,2007,169000
1139,9819,3,Lvl,AllPub,Inside,Mod,1Fam,6,5,1977,TA,TA,1567,Y,0,1567,2,0,2,Gd,1,5,2,Attchd,2,Y,0,32,5,2009,196000
1140,8731,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1920,Fa,TA,915,Y,0,1167,1,0,3,TA,1,6,1,Detchd,2,Y,0,0,5,2007,144000
1142,10304,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,7,1976,Gd,TA,780,Y,0,1868,2,1,4,Gd,1,9,1,Attchd,2,Y,0,96,10,2009,197500
1151,8280,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1950,TA,TA,932,Y,0,932,1,0,2,Gd,1,4,1,Attchd,1,Y,0,0,11,2007,124000
1153,14115,3,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1956,TA,TA,1073,Y,0,1811,1,0,2,Ex,1,6,1,Attchd,2,Y,0,0,7,2006,230000
1155,13700,3,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1965,TA,TA,864,Y,0,1820,1,2,4,Gd,1,8,2,Attchd,2,Y,0,84,5,2008,201800
1156,10768,3,Lvl,AllPub,Corner,Gtl,1Fam,5,8,1976,Gd,TA,1437,Y,0,1437,2,0,3,Gd,1,6,1,Attchd,2,Y,0,21,7,2007,218000
1158,5001,3,Lvl,AllPub,Inside,Gtl,Twnhs,7,5,2007,TA,TA,1314,Y,0,1314,2,0,2,Gd,1,6,1,Attchd,2,Y,0,62,7,2009,230000
1162,14778,3,Low,AllPub,CulDSac,Gtl,1Fam,6,7,1954,TA,TA,1296,Y,0,1640,1,0,3,Gd,1,7,1,Detchd,2,Y,0,0,11,2008,224000
1165,16157,3,Lvl,AllPub,FR2,Gtl,1Fam,5,7,1978,TA,TA,1360,Y,0,1432,1,1,2,Gd,1,5,1,Attchd,2,Y,0,180,6,2007,194000
1166,9541,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2009,TA,TA,1502,Y,0,1502,2,0,3,Gd,1,7,0,Attchd,2,Y,0,114,9,2009,233170
1167,10475,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2008,TA,TA,1694,Y,0,1694,2,0,3,Gd,1,7,0,Attchd,3,Y,0,33,2,2010,245350
1168,10852,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2000,TA,TA,959,Y,0,1671,2,1,3,TA,1,7,1,Attchd,2,Y,0,38,2,2006,173000
1170,35760,3,Lvl,AllPub,CulDSac,Gtl,1Fam,10,5,1995,Gd,TA,1930,Y,0,3627,3,1,4,Gd,1,10,1,Attchd,3,Y,0,76,7,2006,625000
1173,4017,3,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2006,TA,TA,625,Y,0,1250,2,1,2,Gd,1,5,0,Detchd,2,Y,0,54,3,2008,171900
1174,18030,3,Bnk,AllPub,Inside,Gtl,1Fam,5,6,1946,TA,TA,1598,Y,479,3086,3,0,3,Ex,1,12,1,NA,0,Y,0,0,3,2007,200500
1175,16560,3,Lvl,AllPub,Inside,Gtl,1Fam,6,8,1932,TA,TA,952,Y,0,2345,2,1,4,TA,1,9,1,Detchd,2,Y,0,0,7,2006,239000
1177,6951,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,5,1984,TA,TA,876,Y,0,923,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,10,2008,119500
1179,7681,3,Lvl,AllPub,FR2,Gtl,1Fam,5,6,1921,TA,TA,731,Y,0,,1,1,3,TA,1,7,1,Detchd,1,Y,0,0,7,2009,154900
1182,5587,3,HLS,AllPub,Inside,Mod,TwnhsE,8,5,2008,TA,TA,1600,Y,0,1652,2,0,2,Gd,1,5,1,Attchd,2,Y,0,53,11,2008,392500
1183,15623,3,Lvl,AllPub,Corner,Gtl,1Fam,10,5,1996,TA,TA,2396,Y,0,4476,3,1,4,Ex,1,10,2,Attchd,3,Y,555,78,7,2007,745000
1187,10615,3,Bnk,AllPub,Corner,Mod,2fmCon,3,5,1900,TA,TA,978,Y,0,1699,2,0,3,TA,2,7,0,CarPort,2,Y,0,74,8,2009,95000
1189,8935,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2002,TA,TA,831,Y,0,1660,2,1,3,Gd,1,7,0,Attchd,2,Y,0,68,7,2009,195000
1196,8029,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2005,TA,TA,728,Y,0,1456,2,1,3,Gd,1,8,0,Attchd,2,Y,0,24,7,2008,176000
1197,14054,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2006,TA,TA,879,Y,0,1863,2,1,4,Gd,1,9,1,BuiltIn,3,Y,0,17,11,2006,219210
1198,8850,3,Bnk,AllPub,Corner,Gtl,1Fam,7,6,1916,TA,TA,815,Y,0,1690,1,0,3,TA,1,7,1,Detchd,1,Y,0,0,7,2006,144000
1206,14684,3,Lvl,AllPub,CulDSac,Gtl,1Fam,7,7,1990,TA,TA,2158,Y,0,2196,2,0,3,Gd,1,7,1,Attchd,3,Y,0,70,6,2009,271900
1210,10182,3,Lvl,AllPub,CulDSac,Gtl,1Fam,8,5,2006,TA,TA,1660,Y,0,1660,2,0,3,Gd,1,8,1,Attchd,2,Y,0,50,5,2006,290000
1212,12134,3,Bnk,AllPub,Inside,Mod,1Fam,8,7,1988,TA,TA,559,Y,0,1752,2,0,4,TA,1,8,0,Basment,2,Y,0,12,6,2010,164000
1214,10246,3,Lvl,AllPub,CulDSac,Gtl,1Fam,4,9,1965,Gd,Gd,648,Y,0,960,0,0,0,TA,1,3,0,Attchd,1,Y,0,0,5,2006,145000
1215,10205,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1962,TA,TA,925,Y,0,999,1,0,3,TA,1,6,0,Attchd,1,Y,0,72,5,2006,134500
1216,7094,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1966,TA,TA,894,Y,0,894,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,5,2007,125000
1221,7800,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1964,TA,TA,912,Y,0,912,1,0,2,TA,1,5,0,Attchd,1,Y,0,0,11,2006,115000
1225,15384,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2004,TA,TA,788,Y,0,1490,2,1,3,Gd,1,8,1,Attchd,2,Y,0,75,2,2008,184000
1227,14598,3,Lvl,AllPub,CulDSac,Gtl,1Fam,6,5,2007,TA,TA,894,Y,0,1933,2,1,4,Gd,1,9,1,BuiltIn,3,Y,0,18,1,2008,214000
1231,18890,3,Lvl,AllPub,Inside,Gtl,Duplex,5,5,1977,TA,TA,1361,Y,0,2620,2,2,4,TA,2,12,1,BuiltIn,2,N,0,24,8,2007,190000
1234,12160,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1959,TA,TA,1188,Y,0,1188,1,0,3,TA,1,6,0,Attchd,2,Y,0,0,5,2010,142000
1240,9037,3,HLS,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1476,Y,0,1484,2,0,2,Ex,1,6,1,Attchd,2,Y,0,33,12,2007,265900
1245,11435,3,HLS,AllPub,Corner,Mod,1Fam,8,7,1929,TA,TA,792,Y,0,1517,1,0,3,Gd,1,7,2,Detchd,2,Y,0,0,6,2006,230000
1248,12328,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1976,TA,TA,1012,Y,0,1034,1,0,3,TA,1,6,0,Attchd,3,Y,0,0,5,2010,169900
1252,3136,3,Lvl,AllPub,Corner,Gtl,TwnhsE,7,5,2003,TA,TA,1405,Y,0,1405,2,0,2,Gd,1,6,1,Attchd,2,Y,0,36,3,2006,171750
1254,17542,3,Lvl,AllPub,Inside,Gtl,1Fam,7,7,1974,TA,TA,1192,Y,0,2167,2,1,3,Gd,1,9,2,Attchd,2,Y,0,47,7,2007,294000
1257,14303,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,1994,TA,TA,1986,Y,0,1987,2,0,2,Gd,1,7,1,Attchd,2,Y,0,36,8,2008,301500
1259,9587,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2005,TA,TA,856,Y,0,1166,2,0,2,Gd,1,5,0,Attchd,2,Y,0,0,7,2008,190000
1267,10120,3,Bnk,AllPub,Inside,Gtl,2fmCon,7,4,,TA,TA,925,N,0,1889,1,1,4,TA,2,9,1,Detchd,1,N,0,0,1,2007,122000
1268,13214,3,HLS,AllPub,Inside,Gtl,1Fam,9,5,2008,TA,TA,2002,Y,0,2018,2,0,3,Ex,1,10,1,Attchd,3,Y,0,76,5,2010,378500
1269,14100,3,Lvl,AllPub,Inside,Mod,1Fam,8,9,1935,Gd,TA,728,Y,0,3447,3,1,4,Gd,1,11,2,BuiltIn,3,Y,0,12,5,2008,381000
1272,9156,3,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1968,TA,TA,1489,Y,0,1489,2,0,3,Gd,1,7,1,Attchd,2,Y,0,0,8,2009,185750
1273,13526,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,6,1965,TA,TA,935,Y,0,935,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,11,2006,137000
1274,11512,3,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1959,TA,TA,1019,Y,0,1357,1,0,2,Ex,1,5,1,Basment,1,Y,0,0,5,2008,177000
1277,12936,3,Lvl,AllPub,CulDSac,Gtl,1Fam,6,6,1972,TA,Gd,723,Y,0,1395,1,1,3,TA,1,6,1,Attchd,2,Y,0,116,12,2009,162000
1278,17871,3,Lvl,AllPub,CulDSac,Gtl,1Fam,6,5,1967,TA,TA,1680,Y,0,1724,1,1,3,TA,1,7,1,Attchd,2,Y,0,0,6,2009,197900
1281,9808,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2002,TA,TA,1573,Y,0,1573,2,0,3,Gd,1,6,0,Attchd,2,Y,0,72,3,2009,227000
1282,8049,3,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,1990,TA,TA,1309,Y,0,1339,2,0,2,TA,1,6,1,Attchd,2,Y,0,58,7,2006,180000
1283,8800,3,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1977,TA,TA,1040,Y,0,1040,2,0,3,Gd,1,5,0,Detchd,2,Y,0,0,9,2009,150500
1288,36500,3,Low,AllPub,Inside,Mod,1Fam,5,5,1964,Gd,TA,1624,Y,0,1582,2,0,4,TA,1,7,0,Attchd,2,N,0,198,6,2006,190000
1289,5664,3,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,2000,TA,TA,1501,Y,0,1659,2,0,2,Ex,1,5,1,Attchd,2,Y,0,59,10,2009,278000
1290,11065,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1085,Y,0,1970,2,1,3,Ex,1,8,1,BuiltIn,3,Y,0,74,10,2006,281000
1291,14112,3,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1964,TA,TA,1152,Y,0,1152,1,0,3,TA,1,6,1,Attchd,2,Y,0,0,4,2010,180500
1301,10762,3,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,1999,TA,TA,978,Y,0,1983,2,1,3,Gd,1,9,1,Attchd,2,Y,0,0,5,2009,225000
1302,7500,3,Bnk,AllPub,Inside,Gtl,1Fam,6,7,1942,TA,TA,771,Y,0,1494,1,0,3,Gd,1,7,2,Attchd,1,P,0,0,11,2009,177500
1306,13173,3,Lvl,AllPub,Corner,Gtl,1Fam,9,5,2006,TA,TA,1652,Y,0,1652,2,0,2,Ex,1,6,2,Attchd,2,Y,0,102,11,2009,325000
1307,6955,3,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2005,TA,TA,1368,Y,0,1368,2,0,2,Gd,1,6,1,Attchd,2,Y,0,35,9,2006,202500
1313,9572,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,1990,TA,TA,1453,Y,0,2810,2,1,4,Gd,1,9,1,Attchd,2,Y,0,0,6,2007,302000
1314,14774,3,Lvl,AllPub,Corner,Gtl,1Fam,9,5,1999,TA,TA,1393,Y,0,2599,2,1,4,Gd,1,10,1,BuiltIn,3,Y,0,30,5,2010,333168
1317,10226,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2008,TA,TA,1622,Y,0,1630,2,0,3,Ex,1,8,1,Attchd,3,Y,0,42,1,2009,295493
1322,6627,3,Lvl,AllPub,Corner,Gtl,1Fam,3,6,1949,TA,NB,0,N,0,720,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,7,2008,72500
1323,10186,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1992,TA,TA,750,Y,0,1923,2,1,3,Gd,1,8,1,Attchd,2,Y,0,39,6,2010,190000
